link,title,authors,journal,ym,year
/doi/10.1287/mksc.1060.0204,Spiffed-Up Channels: The Role of Spiffs in Hierarchical Selling Organizations,Fabio Caldieraro; ,Marketing Science, (January-February 2007),2007
/doi/10.1287/mksc.2016.0995,Simultaneous or Sequential? Search Strategies in the U.S. Auto Insurance Industry,Elisabeth Honka; ,Marketing Science, (January-February 2017),2017
/doi/10.1287/orsc.1120.0807,Organizational Learning and the Technology of Foolishness: The Case of Virtual Worlds at IBM,Mark Dodgson; ,Organization Science, (September-October 2013),2013
/doi/10.1287/inte.2018.0972,Operations Research Enables Auction to Repurpose Television Spectrum for Next-Generation Wireless Technologies,Jean L. Kiddoo; ,INFORMS Journal on Applied Analytics, (January-February 2019),2019
/doi/10.1287/orsc.2021.1479,"Bottleneck Resources, Market Relatedness, and the Dynamics of Organizational Growth", Sungyong Chang  ; ,Organization Science, (-Not available-),-1
/doi/10.1287/moor.2017.0885,"Liquidity, Risk Measures, and Concentration of Measure",Daniel Lacker ; ,Mathematics of Operations Research, (August 2018),2018
/doi/10.1287/stsc.2019.0084,How Do Firms Feel About Participation by Their Peers in the Regulatory Design Process? An Online Survey Experiment Testing the Substantive Change and Spillover Mechanisms,Edmund Malesky ; ,Strategy Science, (June 2019),2019
/doi/10.1287/opre.2019.1957,"Algorithms for Online Matching, Assortment, and Pricing with Tight Weight-Dependent Competitive Ratios",Will Ma ; ,Operations Research, (November-December 2020),2020
/doi/10.1287/inte.2019.1011,Setting Strategic Objectives for the Coalition for Epidemic Preparedness Innovations: An Exploratory Decision Analysis Process,Dimitrios Gouglas ; ,INFORMS Journal on Applied Analytics, (November-December 2019),2019
/doi/10.1287/stsc.2016.0020,The Empirics of Learning from Failure,Victor Manuel Bennett; ,Strategy Science, (March 2017),2017
/doi/10.1287/mksc.2015.0942,An Empirical Analysis of Consumer Purchase Decisions Under Bucket-Based Price Discrimination,Yacheng Sun; ,Marketing Science, (September-October 2015),2015
/doi/10.1287/orsc.2019.1345,Mobilizing National Identity and Othering Practices as Means of Resistance,Avital Baikovich ; ,Organization Science, (September-October 2020),2020
/doi/10.1287/orsc.2018.1252,Mobility Constraint Externalities,Evan Starr ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/inte.2014.0745,Cyclic Consumption and Replenishment Decisions for Vendor-Managed Inventory of Multisourced Parts in Dell’s Supply Chain,Abhilasha Prakash Katariya; ,INFORMS Journal on Applied Analytics, (May-June 2014),2014
/doi/10.1287/orsc.2019.1290,Platform Strategy: Managing Ecosystem Value Through Selective Promotion of Complements,Joost Rietveld ; ,Organization Science, (November-December 2019),2019
/doi/10.1287/opre.2017.1662,Robust Adaptive Routing Under Uncertainty,Arthur Flajolet ; ,Operations Research, (January-February 2018),2018
/doi/10.1287/orsc.2014.0911,An Organizational Perspective on Patenting and Open Innovation,Ajay Bhaskarabhatla; ,Organization Science, (November-December 2014),2014
/doi/10.1287/opre.2019.1963,"Input Efficiency Measures: A Generalized, Encompassing Formulation",Walter Briec ; ,Operations Research, (November-December 2020),2020
/doi/10.1287/orsc.2015.0967,Will a Second Mouse Get the Cheese? Learning from Early Entrants’ Failures in a Foreign Market,Jing Yu Yang; ,Organization Science, (May-June 2015),2015
/doi/10.1287/stsc.2018.0061,Integrated Strategy: Residual Market and Exchange Imperfections as the Foundation of Sustainable Competitive Advantage,Felix Oberholzer-Gee; ,Strategy Science, (June 2018),2018
/doi/10.1287/opre.2015.1462,Routing Optimization Under Uncertainty,Patrick Jaillet; ,Operations Research, (January-February 2016),2016
/doi/10.1287/orsc.2017.1118,It Is Not My Place! Psychological Standing and Men’s Voice and Participation in Gender-Parity Initiatives,Elad N. Sherf; ,Organization Science, (March-April 2017),2017
/doi/10.1287/orsc.2018.1230,Corporate Purpose and Financial Performance,Claudine Gartenberg ; ,Organization Science, (January-February 2019),2019
/doi/10.1287/orsc.2016.1092,The Impact of Patent Wars on Firm Strategy: Evidence from the Global Smartphone Industry,Yongwook Paik; ,Organization Science, (November-December 2016),2016
/doi/10.1287/opre.2018.1720,Monotonicity of Optimal Contracts Without the First-Order Approach,Rongzhu Ke; ,Operations Research, (July-August 2018),2018
/doi/10.1287/orsc.2015.1027,Dormancy as a Strategic Response to Detrimental Public Policy,Rajiv Krishnan Kozhikode; ,Organization Science, (January-February 2016),2016
/doi/10.1287/orsc.1120.0793,Can the Survivor Principle Survive Diversification?,Lasse B. Lien; ,Organization Science, (September-October 2013),2013
/doi/10.1287/inte.1120.0660,Carlson Rezidor Hotel Group Maximizes Revenue Through Improved Demand Management and Price Optimization,Pelin Pekgün; ,INFORMS Journal on Applied Analytics, (January-February 2013),2013
/doi/10.1287/stsc.2020.0121,How Does Regulation Impact Strategic Repositioning by Firms Across Submarkets? Evidence from the Indian Pharmaceutical Industry, Ajay Bhaskarabhatla  ; ,Strategy Science, (September 2021),2021
/doi/10.1287/orsc.2019.1286,Hybrid Ambidexterity: How the Environment Shapes Incumbents’ Use of Structural and Contextual Approaches,Jan Ossenbrink ; ,Organization Science, (November-December 2019),2019
/doi/10.1287/inte.2014.0743,Decision Analytics for Parking Availability in Downtown Pittsburgh,Tayo Fabusuyi; ,INFORMS Journal on Applied Analytics, (May-June 2014),2014
/doi/10.1287/orsc.2018.1260,How Organizations Claim Authenticity: The Coproduction of Illusions in Underground Restaurants,Daphne Demetry ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/orsc.2021.1455,Attention to Exploration: The Effect of Academic Entrepreneurship on the Production of Scientific Knowledge,Riccardo Fini ; ,Organization Science, (-Not available-),-1
/doi/10.1287/mnsc.2015.2413,Correlations,Paul Ehling; ,Management Science, (June 2017),2017
/doi/10.1287/orsc.1110.0678,Let a Thousand Flowers Bloom? An Early Look at Large Numbers of Software App Developers and Patterns of Innovation,Kevin J. Boudreau; ,Organization Science, (September-October 2012),2012
/doi/10.1287/orsc.2018.1265,"Get Noticed and Die Trying: Signals, Sacrifice, and the Production of Face Time in Distributed Work",Ioana C. Cristea; ,Organization Science, (May-June 2019),2019
/doi/10.1287/orsc.1120.0775,Top Management’s Attention to Discontinuous Technological Change: Corporate Venture Capital as an Alert Mechanism,Markku V. J. Maula; ,Organization Science, (May-June 2013),2013
/doi/10.1287/orsc.2018.1206,Made in Academia: The Effect of Institutional Origin on Inventors’ Attention to Science,Michaël Bikard ; ,Organization Science, (September-October 2018),2018
/doi/10.1287/orsc.2013.0888,"Temporary, Emergent Interorganizational Collaboration in Unexpected Circumstances: A Study of the ",Tammy E. Beck; ,Organization Science, (July-August 2014),2014
/doi/10.1287/orsc.2019.1322,"Does Social Similarity Pay Off? Homophily and Venture Capitalists’ Deal Valuation, Downside Risk Protection, and Financial Returns in India",Kim Claes ; ,Organization Science, (May-June 2020),2020
/doi/10.1287/mnsc.1120.1678,"Social Networks, Information Acquisition, and Asset Prices",Bing Han; ,Management Science, (June 2013),2013
/doi/10.1287/orsc.2017.1197,How Do Firms Appropriate Value from Employees with Transferable Skills? A Study of the Appropriation Puzzle in Actively Managed Mutual Funds,Victoria Sevcenko ; ,Organization Science, (September-October 2018),2018
/doi/10.1287/orsc.2021.1443,No-Fly Zone in the Loan Office: How Chief Executive Officers’ Risky Hobbies Affect Credit Stakeholders’ Evaluation of Firms,Bo Ouyang; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2013.0839,Making the Most of the Revolving Door: The Impact of Outward Personnel Mobility Networks on Organizational Creativity,Frédéric C. Godart; ,Organization Science, (March-April 2014),2014
/doi/10.1287/orsc.2016.1084,Do Political Connections Buffer Firms from or Bind Firms to the Government? A Study of Corporate Charitable Donations of Chinese Firms,Jianjun Zhang; ,Organization Science, (September-October 2016),2016
/doi/10.1287/orsc.2021.1461,Living It Up at the Hotel California: Employee Mobility Barriers and Collaborativeness in Firms’ Innovation,Eunkwang Seo ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2014.0904,The Deterrence Effects of Vicarious Punishments on Corporate Financial Fraud,Daphne W. Yiu; ,Organization Science, (September-October 2014),2014
/doi/10.1287/serv.2016.0135,The Role of Collaboration in Service Innovation Across Manufacturing and Service Sectors,Cong Feng; ,Service Science, (September 2016),2016
/doi/10.1287/orsc.2013.0868,The Rejuvenation of Inventors Through Corporate Spinouts,Bruno Cirillo; ,Organization Science, (November-December 2014),2014
/doi/10.1287/inte.2021.1101,A Decision Support System for Brewery Production Planning at Feldschlösschen,Markus Mickein ; ,INFORMS Journal on Applied Analytics, (-Not available-),-1
/doi/10.1287/orsc.2015.1039,"Scrutiny, Norms, and Selective Disclosure: A Global Study of Greenwashing",Christopher Marquis; ,Organization Science, (March-April 2016),2016
/doi/10.1287/inte.2019.1015,Bus Routing Optimization Helps Boston Public Schools Design Better Policies,Dimitris Bertsimas ; ,INFORMS Journal on Applied Analytics, (January-February 2020),2020
/doi/10.1287/orsc.1100.0628,Impact of Growth Opportunities and Competition on Firm-Level Capability Development Trade-offs,Hazhir Rahmandad; ,Organization Science, (January-February 2012),2012
/doi/10.1287/orsc.2019.1319,You’ve Got a Friend: Examining Board Interlock Formation After Financial Restatements,Michael C. Withers ; ,Organization Science, (May-June 2020),2020
/doi/10.1287/stsc.2020.0103,Building Industries by Building Knowledge: Uncertainty Reduction over Industry Milestones,Mahka Moeen ; ,Strategy Science, (September 2020),2020
/doi/10.1287/orsc.2016.1063,With Whom Do Technology Sponsors Partner During Technology Battles? Social Networking Strategies for Unproven (and Proven) Technologies,Susan K. Cohen; ,Organization Science, (July-August 2016),2016
/doi/10.1287/mnsc.2017.2841,Financial Integration and Liquidity Crises,Fabio Castiglionesi ; ,Management Science, (March 2019),2019
/doi/10.1287/isre.12.1.1.9720,Research Commentary: Technology-Mediated Learning—A Call for Greater Depth and Breadth of Research,Maryam Alavi; ,Information Systems Research, (March 2001),2001
/doi/10.1287/orsc.2021.1470,"Pre-Entry Experience, Postentry Adaptations, and Internationalization in the African Mobile Telecommunications Industry",Mohammad Jahanbakht; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.1120.0751,Filling or Abusing the Institutional Void? Ownership and Management Control of Public Family Businesses in an Emerging Market,Xiaowei Rose Luo; ,Organization Science, (March-April 2013),2013
/doi/10.1287/mnsc.1070.0743,Research Note—The Impact of Information Technology Investments and Diversification Strategies on Firm Performance,Murali D. R. Chari; ,Management Science, (January 2008),2008
/doi/10.1287/serv.1.3.135,A Customer Liberation Manifesto,Raymond Fisk; ,Service Science, (September 2009),2009
/doi/10.1287/orsc.1120.0742,Competition and Cooperation in Corporate Governance: The Effects of Labor Institutions on Blockholder Effectiveness in 23 European Countries,Marc van Essen; ,Organization Science, (March-April 2013),2013
/doi/10.1287/mksc.1080.0462,Cross-National Logo Evaluation Analysis: An Individual-Level Approach,Ralf van der Lans; ,Marketing Science, (September-October 2009),2009
/doi/10.1287/orsc.1100.0580,The Organizational Selection of Status Characteristics: Status Evaluations in an Open Source Community,Alison J. Bianchi; ,Organization Science, (March-April 2012),2012
/doi/10.1287/mnsc.2013.1734,Context-Dependent Preferences and Innovation Strategy,Yuxin Chen; ,Management Science, (December 2013),2013
/doi/10.1287/inte.2014.0766,Kidney Exchange and the Alliance for Paired Donation: Operations Research Changes the Way Kidneys Are Transplanted,Ross Anderson; ,INFORMS Journal on Applied Analytics, (January-February 2015),2015
/doi/10.1287/orsc.2013.0832,The Structure of Competition: How Competition Between One’s Rivals Influences Imitative Market Entry,Kai-Yu Hsieh; ,Organization Science, (January-February 2014),2014
/doi/10.1287/mnsc.2014.1991,The Assortment Packing Problem: Multiperiod Assortment Planning for Short-Lived Products,Felipe Caro; ,Management Science, (November 2014),2014
/doi/10.1287/mnsc.1110.1473,Advance Selling When Consumers Regret,Javad Nasiry; ,Management Science, (June 2012),2012
/doi/10.1287/mnsc.2021.4077,Missing Women in Tech: The Labor Market for Highly Skilled Software Engineers,Raviv Murciano-Goroff ; ,Management Science, (-Not available-),-1
/doi/10.1287/ited.4.1.37,Elements of End-User Software Engineering,Ralph Scheubrein; ,INFORMS Transactions on Education, (September 2003),2003
/doi/10.1287/mnsc.49.10.1310.17314,Internet-Based Virtual Stock Markets for Business Forecasting,Martin Spann; ,Management Science, (October 2003),2003
/doi/10.1287/orsc.2017.1157,Hereafter: How Crises Shape Communities Through Learning and Institutional Legacies,Henrich R. Greve ; ,Organization Science, (November-December 2017),2017
/doi/10.1287/stsc.2021.0148,The Evolutionary Dynamics of the Artificial Intelligence Ecosystem,Michael G. Jacobides ; ,Strategy Science, (-Not available-),-1
/doi/10.1287/mksc.1090.0511,Commentary—On the Interpretation of Temporal Inflation Parameters in Stochastic Models of Judgment and Choice,J. Wesley Hutchinson; ,Marketing Science, (January-February 2010),2010
/doi/10.1287/orsc.1110.0669,Tribunal Specialization and Institutional Targeting in Patent Enforcement,Deepak Somaya; ,Organization Science, (May-June 2012),2012
/doi/10.1287/orsc.2021.1488,Mitigating Gig and Remote Worker Misconduct: Evidence from a Real Effort Experiment,Vanessa C. Burbano ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.1110.0693,Toward a Theory of Coordinating: Creating Coordinating Mechanisms in Practice,Paula A. Jarzabkowski; ,Organization Science, (July-August 2012),2012
/doi/10.1287/orsc.2017.1168,Entrepreneurial Finance and the Effects of Restrictions on Government R&D Subsidies,Annamaria Conti ; ,Organization Science, (January-February 2018),2018
/doi/10.1287/orsc.2020.1413,The Sequence Effect in Panel Decisions: Evidence from the Evaluation of Research and Development Projects, Paola   Criscuolo  ; ,Organization Science, (July-August 2021),2021
/doi/10.1287/inte.2.4.62,Management Science Roundup,Julio Bucatinsky; ,INFORMS Journal on Applied Analytics, (August 1972),1972
/doi/10.1287/stsc.2021.0126,Value Capture in the Face of Known and Unknown Unknowns, Kevin A.   Bryan ; ,Strategy Science, (-Not available-),-1
/doi/10.1287/orsc.2015.1026,Learning by Hiring: The Effects of Scientists’ Inbound Mobility on Research Performance in Academia,Kremena Slavova; ,Organization Science, (January-February 2016),2016
/doi/10.1287/orsc.2016.1064,Charting the Territory: Recombination as a Source of Uncertainty for Potential Entrants,Martina Montauti; ,Organization Science, (July-August 2016),2016
/doi/10.1287/orsc.2020.1400,Why Do Banks Favor Employee-Friendly Firms? A Stakeholder-Screening Perspective,Cuili Qian; ,Organization Science, (May-June 2021),2021
/doi/10.1287/orsc.2015.1002,"Competitive Threats, Constraint, and Contagion in the Multiunit Firm",Gabriel Natividad; ,Organization Science, (November-December 2015),2015
/doi/10.1287/orsc.2021.1514,"Seeking Purity, Avoiding Pollution: Strategies for Moral Career Building",Erin Reid ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.9.2.231,"Crossroads—Mediating the Fact-Value Antinomy: Patterns in Managerial and Legal Rhetoric, 1890–1990",Wayne Eastman; ,Organization Science, (March-April 1998),1998
/doi/10.1287/orsc.2013.0885,An Embedded Model of Cultural Adaptation in Global Teams,Catherine Durnell Cramton; ,Organization Science, (July-August 2014),2014
/doi/10.1287/orsc.2020.1414,When Reinforcing Processes Generate an Outcome-Quality Dip, Jerker   Denrell  ; ,Organization Science, (July-August 2021),2021
/doi/10.1287/stsc.2018.0058,Institutional Specialization and Survival: Theory and Evidence from the French Film Industry,Julien Jourdan ; ,Strategy Science, (June 2018),2018
/doi/10.1287/orsc.2021.1435,"Watchers, Watched, and Watching in the Digital Age: Reconceptualization of Information Technology Monitoring as Complex Action Nets",Aljona Zorina ; ,Organization Science, (November-December 2021),2021
/doi/10.1287/orsc.2015.1034,Bridging Qualitative and Quantitative Methods in Organizational Research: Applications of Synthetic Control Methodology in the U.S. Automobile Industry,Adam R. Fremeth; ,Organization Science, (March-April 2016),2016
/doi/10.1287/orsc.1110.0686,What Firms Make vs. What They Know: How Firms' Production and Knowledge Boundaries Affect Competitive Advantage in the Face of Technological Change,Rahul Kapoor; ,Organization Science, (September-October 2012),2012
/doi/10.1287/orsc.2019.1347,"If Higher Pay Is Profitable, Why Is It So Rare? Modeling Competing Strategies in Mass Market Services",Hazhir Rahmandad ; ,Organization Science, (September-October 2020),2020
/doi/10.1287/moor.1040.0096,Arbitrage in a Discrete Version of the Wick-Fractional Black-Scholes Market,Christian Bender; ,Mathematics of Operations Research, (November 2004),2004
/doi/10.1287/stsc.2021.0142,What Enables a Chinese Firm to Create New-to-the-World Innovations? A Historical Case Study of Intrafirm Coopetition in the Instant Messaging Service Sector, Johann Peter Murmann  ; ,Strategy Science, (-Not available-),-1
/doi/10.1287/mksc.1060.0204,Spiffed-Up Channels: The Role of Spiffs in Hierarchical Selling Organizations,Fabio Caldieraro; ,Marketing Science, (January-February 2007),2007
/doi/10.1287/mksc.2016.0995,Simultaneous or Sequential? Search Strategies in the U.S. Auto Insurance Industry,Elisabeth Honka; ,Marketing Science, (January-February 2017),2017
/doi/10.1287/orsc.1120.0807,Organizational Learning and the Technology of Foolishness: The Case of Virtual Worlds at IBM,Mark Dodgson; ,Organization Science, (September-October 2013),2013
/doi/10.1287/orsc.2021.1444,"How Business Models Evolve in Weak Institutional Environments: The Case of Jumia, the Amazon.Com of Africa",Augustine Awuah Peprah ; ,Organization Science, (-Not available-),-1
/doi/10.1287/moor.2017.0885,"Liquidity, Risk Measures, and Concentration of Measure",Daniel Lacker ; ,Mathematics of Operations Research, (August 2018),2018
/doi/10.1287/stsc.2019.0084,How Do Firms Feel About Participation by Their Peers in the Regulatory Design Process? An Online Survey Experiment Testing the Substantive Change and Spillover Mechanisms,Edmund Malesky ; ,Strategy Science, (June 2019),2019
/doi/10.1287/inte.2018.0972,Operations Research Enables Auction to Repurpose Television Spectrum for Next-Generation Wireless Technologies,Jean L. Kiddoo; ,INFORMS Journal on Applied Analytics, (January-February 2019),2019
/doi/10.1287/opre.2019.1957,"Algorithms for Online Matching, Assortment, and Pricing with Tight Weight-Dependent Competitive Ratios",Will Ma ; ,Operations Research, (November-December 2020),2020
/doi/10.1287/orsc.2021.1479,"Bottleneck Resources, Market Relatedness, and the Dynamics of Organizational Growth", Sungyong Chang  ; ,Organization Science, (-Not available-),-1
/doi/10.1287/mksc.2015.0942,An Empirical Analysis of Consumer Purchase Decisions Under Bucket-Based Price Discrimination,Yacheng Sun; ,Marketing Science, (September-October 2015),2015
/doi/10.1287/stsc.2016.0020,The Empirics of Learning from Failure,Victor Manuel Bennett; ,Strategy Science, (March 2017),2017
/doi/10.1287/inte.2019.1011,Setting Strategic Objectives for the Coalition for Epidemic Preparedness Innovations: An Exploratory Decision Analysis Process,Dimitrios Gouglas ; ,INFORMS Journal on Applied Analytics, (November-December 2019),2019
/doi/10.1287/orsc.2019.1345,Mobilizing National Identity and Othering Practices as Means of Resistance,Avital Baikovich ; ,Organization Science, (September-October 2020),2020
/doi/10.1287/orsc.2018.1252,Mobility Constraint Externalities,Evan Starr ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/inte.2014.0745,Cyclic Consumption and Replenishment Decisions for Vendor-Managed Inventory of Multisourced Parts in Dell’s Supply Chain,Abhilasha Prakash Katariya; ,INFORMS Journal on Applied Analytics, (May-June 2014),2014
/doi/10.1287/opre.2017.1662,Robust Adaptive Routing Under Uncertainty,Arthur Flajolet ; ,Operations Research, (January-February 2018),2018
/doi/10.1287/opre.2019.1963,"Input Efficiency Measures: A Generalized, Encompassing Formulation",Walter Briec ; ,Operations Research, (November-December 2020),2020
/doi/10.1287/orsc.2019.1290,Platform Strategy: Managing Ecosystem Value Through Selective Promotion of Complements,Joost Rietveld ; ,Organization Science, (November-December 2019),2019
/doi/10.1287/orsc.2015.0967,Will a Second Mouse Get the Cheese? Learning from Early Entrants’ Failures in a Foreign Market,Jing Yu Yang; ,Organization Science, (May-June 2015),2015
/doi/10.1287/opre.2015.1462,Routing Optimization Under Uncertainty,Patrick Jaillet; ,Operations Research, (January-February 2016),2016
/doi/10.1287/orsc.2014.0911,An Organizational Perspective on Patenting and Open Innovation,Ajay Bhaskarabhatla; ,Organization Science, (November-December 2014),2014
/doi/10.1287/stsc.2018.0061,Integrated Strategy: Residual Market and Exchange Imperfections as the Foundation of Sustainable Competitive Advantage,Felix Oberholzer-Gee; ,Strategy Science, (June 2018),2018
/doi/10.1287/orsc.2018.1230,Corporate Purpose and Financial Performance,Claudine Gartenberg ; ,Organization Science, (January-February 2019),2019
/doi/10.1287/orsc.2017.1118,It Is Not My Place! Psychological Standing and Men’s Voice and Participation in Gender-Parity Initiatives,Elad N. Sherf; ,Organization Science, (March-April 2017),2017
/doi/10.1287/opre.2018.1720,Monotonicity of Optimal Contracts Without the First-Order Approach,Rongzhu Ke; ,Operations Research, (July-August 2018),2018
/doi/10.1287/orsc.2015.1027,Dormancy as a Strategic Response to Detrimental Public Policy,Rajiv Krishnan Kozhikode; ,Organization Science, (January-February 2016),2016
/doi/10.1287/orsc.2016.1092,The Impact of Patent Wars on Firm Strategy: Evidence from the Global Smartphone Industry,Yongwook Paik; ,Organization Science, (November-December 2016),2016
/doi/10.1287/orsc.1120.0793,Can the Survivor Principle Survive Diversification?,Lasse B. Lien; ,Organization Science, (September-October 2013),2013
/doi/10.1287/inte.1120.0660,Carlson Rezidor Hotel Group Maximizes Revenue Through Improved Demand Management and Price Optimization,Pelin Pekgün; ,INFORMS Journal on Applied Analytics, (January-February 2013),2013
/doi/10.1287/stsc.2020.0121,How Does Regulation Impact Strategic Repositioning by Firms Across Submarkets? Evidence from the Indian Pharmaceutical Industry, Ajay Bhaskarabhatla  ; ,Strategy Science, (September 2021),2021
/doi/10.1287/orsc.2019.1286,Hybrid Ambidexterity: How the Environment Shapes Incumbents’ Use of Structural and Contextual Approaches,Jan Ossenbrink ; ,Organization Science, (November-December 2019),2019
/doi/10.1287/orsc.2018.1260,How Organizations Claim Authenticity: The Coproduction of Illusions in Underground Restaurants,Daphne Demetry ; ,Organization Science, (September-October 2019),2019
/doi/10.1287/inte.2014.0743,Decision Analytics for Parking Availability in Downtown Pittsburgh,Tayo Fabusuyi; ,INFORMS Journal on Applied Analytics, (May-June 2014),2014
/doi/10.1287/mnsc.2015.2413,Correlations,Paul Ehling; ,Management Science, (June 2017),2017
/doi/10.1287/orsc.2021.1455,Attention to Exploration: The Effect of Academic Entrepreneurship on the Production of Scientific Knowledge,Riccardo Fini ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.1110.0678,Let a Thousand Flowers Bloom? An Early Look at Large Numbers of Software App Developers and Patterns of Innovation,Kevin J. Boudreau; ,Organization Science, (September-October 2012),2012
/doi/10.1287/orsc.1120.0775,Top Management’s Attention to Discontinuous Technological Change: Corporate Venture Capital as an Alert Mechanism,Markku V. J. Maula; ,Organization Science, (May-June 2013),2013
/doi/10.1287/orsc.2018.1265,"Get Noticed and Die Trying: Signals, Sacrifice, and the Production of Face Time in Distributed Work",Ioana C. Cristea; ,Organization Science, (May-June 2019),2019
/doi/10.1287/orsc.2019.1322,"Does Social Similarity Pay Off? Homophily and Venture Capitalists’ Deal Valuation, Downside Risk Protection, and Financial Returns in India",Kim Claes ; ,Organization Science, (May-June 2020),2020
/doi/10.1287/mnsc.1120.1678,"Social Networks, Information Acquisition, and Asset Prices",Bing Han; ,Management Science, (June 2013),2013
/doi/10.1287/orsc.2018.1206,Made in Academia: The Effect of Institutional Origin on Inventors’ Attention to Science,Michaël Bikard ; ,Organization Science, (September-October 2018),2018
/doi/10.1287/orsc.2013.0888,"Temporary, Emergent Interorganizational Collaboration in Unexpected Circumstances: A Study of the ",Tammy E. Beck; ,Organization Science, (July-August 2014),2014
/doi/10.1287/orsc.2013.0839,Making the Most of the Revolving Door: The Impact of Outward Personnel Mobility Networks on Organizational Creativity,Frédéric C. Godart; ,Organization Science, (March-April 2014),2014
/doi/10.1287/orsc.2021.1443,No-Fly Zone in the Loan Office: How Chief Executive Officers’ Risky Hobbies Affect Credit Stakeholders’ Evaluation of Firms,Bo Ouyang; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2017.1197,How Do Firms Appropriate Value from Employees with Transferable Skills? A Study of the Appropriation Puzzle in Actively Managed Mutual Funds,Victoria Sevcenko ; ,Organization Science, (September-October 2018),2018
/doi/10.1287/orsc.2021.1461,Living It Up at the Hotel California: Employee Mobility Barriers and Collaborativeness in Firms’ Innovation,Eunkwang Seo ; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2016.1084,Do Political Connections Buffer Firms from or Bind Firms to the Government? A Study of Corporate Charitable Donations of Chinese Firms,Jianjun Zhang; ,Organization Science, (September-October 2016),2016
/doi/10.1287/serv.2016.0135,The Role of Collaboration in Service Innovation Across Manufacturing and Service Sectors,Cong Feng; ,Service Science, (September 2016),2016
/doi/10.1287/orsc.2013.0868,The Rejuvenation of Inventors Through Corporate Spinouts,Bruno Cirillo; ,Organization Science, (November-December 2014),2014
/doi/10.1287/orsc.2014.0904,The Deterrence Effects of Vicarious Punishments on Corporate Financial Fraud,Daphne W. Yiu; ,Organization Science, (September-October 2014),2014
/doi/10.1287/inte.2021.1101,A Decision Support System for Brewery Production Planning at Feldschlösschen,Markus Mickein ; ,INFORMS Journal on Applied Analytics, (-Not available-),-1
/doi/10.1287/inte.2019.1015,Bus Routing Optimization Helps Boston Public Schools Design Better Policies,Dimitris Bertsimas ; ,INFORMS Journal on Applied Analytics, (January-February 2020),2020
/doi/10.1287/orsc.2019.1319,You’ve Got a Friend: Examining Board Interlock Formation After Financial Restatements,Michael C. Withers ; ,Organization Science, (May-June 2020),2020
/doi/10.1287/orsc.1100.0628,Impact of Growth Opportunities and Competition on Firm-Level Capability Development Trade-offs,Hazhir Rahmandad; ,Organization Science, (January-February 2012),2012
/doi/10.1287/orsc.2015.1039,"Scrutiny, Norms, and Selective Disclosure: A Global Study of Greenwashing",Christopher Marquis; ,Organization Science, (March-April 2016),2016
/doi/10.1287/stsc.2020.0103,Building Industries by Building Knowledge: Uncertainty Reduction over Industry Milestones,Mahka Moeen ; ,Strategy Science, (September 2020),2020
/doi/10.1287/mnsc.2017.2841,Financial Integration and Liquidity Crises,Fabio Castiglionesi ; ,Management Science, (March 2019),2019
/doi/10.1287/isre.12.1.1.9720,Research Commentary: Technology-Mediated Learning—A Call for Greater Depth and Breadth of Research,Maryam Alavi; ,Information Systems Research, (March 2001),2001
/doi/10.1287/orsc.2021.1470,"Pre-Entry Experience, Postentry Adaptations, and Internationalization in the African Mobile Telecommunications Industry",Mohammad Jahanbakht; ,Organization Science, (-Not available-),-1
/doi/10.1287/orsc.2016.1063,With Whom Do Technology Sponsors Partner During Technology Battles? Social Networking Strategies for Unproven (and Proven) Technologies,Susan K. Cohen; ,Organization Science, (July-August 2016),2016
/doi/10.1287/orsc.1120.0751,Filling or Abusing the Institutional Void? Ownership and Management Control of Public Family Businesses in an Emerging Market,Xiaowei Rose Luo; ,Organization Science, (March-April 2013),2013
/doi/10.1287/mnsc.1070.0743,Research Note—The Impact of Information Technology Investments and Diversification Strategies on Firm Performance,Murali D. R. Chari; ,Management Science, (January 2008),2008
/doi/10.1287/serv.1.3.135,A Customer Liberation Manifesto,Raymond Fisk; ,Service Science, (September 2009),2009
/doi/10.1287/orsc.1120.0742,Competition and Cooperation in Corporate Governance: The Effects of Labor Institutions on Blockholder Effectiveness in 23 European Countries,Marc van Essen; ,Organization Science, (March-April 2013),2013
/doi/10.1287/mksc.1080.0462,Cross-National Logo Evaluation Analysis: An Individual-Level Approach,Ralf van der Lans; ,Marketing Science, (September-October 2009),2009
/doi/10.1287/orsc.1100.0580,The Organizational Selection of Status Characteristics: Status Evaluations in an Open Source Community,Alison J. Bianchi; ,Organization Science, (March-April 2012),2012
/doi/10.1287/mnsc.2013.1734,Context-Dependent Preferences and Innovation Strategy,Yuxin Chen; ,Management Science, (December 2013),2013
